person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
39.0,female,Bachelor,67702.14,11,RENT,20260.47,HOMEIMPROVEMENT,14.78,0.3,9.0,607,Yes,0
44.0,male,Associate,49550.74,4,RENT,14037.31,EDUCATION,19.21,0.28,12.0,564,Yes,0
62.0,male,High School,101165.94,28,RENT,34330.15,HOMEIMPROVEMENT,9.71,0.34,28.0,697,No,1
37.0,male,Bachelor,22895.72,6,OTHER,2498.21,MEDICAL,17.53,0.11,12.0,565,Yes,0
31.0,male,Doctorate,179246.54,2,MORTGAGE,35000.0,VENTURE,14.47,0.2,6.0,628,No,0
55.0,female,High School,25588.68,7,OWN,3681.25,MEDICAL,14.51,0.14,25.0,600,Yes,0
52.0,male,Bachelor,93562.84,19,OWN,17406.66,MEDICAL,13.07,0.19,15.0,665,No,0
41.0,male,Master,80708.09,22,RENT,8285.08,PERSONAL,10.29,0.1,11.0,678,No,1
68.0,female,Master,70989.98,26,MORTGAGE,21514.54,EDUCATION,12.3,0.3,22.0,614,Yes,0
68.0,female,Associate,24630.58,31,RENT,11065.76,VENTURE,11.51,0.45,28.0,719,Yes,0
32.0,female,High School,26151.86,12,MORTGAGE,6288.87,MEDICAL,20.33,0.24,6.0,531,Yes,0
39.0,male,Associate,57118.97,14,RENT,8336.82,DEBTCONSOLIDATION,13.82,0.15,15.0,586,Yes,0
44.0,male,Associate,60220.51,22,RENT,21401.09,HOMEIMPROVEMENT,13.3,0.36,17.0,652,No,1
48.0,female,Associate,74887.44,16,RENT,9264.16,PERSONAL,17.54,0.12,13.0,567,Yes,0
47.0,female,Bachelor,34425.21,3,RENT,16430.52,VENTURE,13.74,0.48,8.0,573,Yes,0
45.0,male,Bachelor,88770.79,18,RENT,30303.26,PERSONAL,12.91,0.34,14.0,638,Yes,0
36.0,female,Bachelor,58870.84,13,MORTGAGE,16086.17,DEBTCONSOLIDATION,15.72,0.27,7.0,568,No,1
49.0,female,Master,99978.31,14,MORTGAGE,25101.64,MEDICAL,14.15,0.25,13.0,611,No,0
50.0,female,Bachelor,76836.81,16,RENT,22897.99,MEDICAL,16.54,0.3,15.0,596,No,0
54.0,male,Bachelor,38430.42,3,RENT,11131.72,EDUCATION,16.54,0.29,23.0,643,No,0
36.0,female,High School,39063.68,8,MORTGAGE,15587.34,EDUCATION,14.33,0.4,11.0,559,Yes,0
43.0,female,Bachelor,82177.57,23,OWN,21665.45,HOMEIMPROVEMENT,12.91,0.26,13.0,656,No,0
41.0,male,Bachelor,72084.63,3,RENT,22156.12,MEDICAL,15.78,0.31,14.0,635,No,0
35.0,male,Associate,91845.88,11,MORTGAGE,11724.2,PERSONAL,20.81,0.13,7.0,532,Yes,0
43.0,male,High School,29415.74,19,RENT,2368.89,MEDICAL,18.54,0.08,12.0,538,Yes,0
37.0,male,Bachelor,32251.24,14,MORTGAGE,9494.43,PERSONAL,16.63,0.29,5.0,544,Yes,0
34.0,male,High School,71710.21,14,OWN,20017.0,VENTURE,18.49,0.28,4.0,532,Yes,0
52.0,male,Bachelor,26880.13,6,RENT,12744.18,EDUCATION,16.34,0.47,11.0,541,Yes,0
41.0,male,High School,54102.53,4,MORTGAGE,16321.81,PERSONAL,18.1,0.3,14.0,559,Yes,0
39.0,female,Bachelor,32986.14,7,RENT,12917.02,EDUCATION,13.36,0.39,15.0,653,No,1
57.0,female,Associate,26840.27,1,RENT,8054.02,DEBTCONSOLIDATION,13.05,0.3,22.0,646,No,0
50.0,female,Associate,34721.09,0,RENT,14003.59,VENTURE,17.94,0.4,9.0,524,No,0
31.0,male,Bachelor,25555.41,8,MORTGAGE,7127.56,VENTURE,17.41,0.28,7.0,482,No,0
48.0,male,Associate,25842.39,9,MORTGAGE,10922.81,HOMEIMPROVEMENT,18.49,0.42,12.0,552,Yes,0
48.0,female,High School,18906.8,30,RENT,3128.09,VENTURE,17.76,0.17,21.0,585,Yes,0
42.0,female,High School,57963.04,21,RENT,11240.69,MEDICAL,14.53,0.19,15.0,637,Yes,0
42.0,male,High School,38546.17,16,RENT,6782.22,DEBTCONSOLIDATION,16.69,0.18,10.0,579,Yes,0
33.0,female,Associate,44896.38,13,MORTGAGE,10821.96,PERSONAL,17.14,0.24,7.0,544,Yes,0
67.0,female,High School,35501.8,12,OTHER,4626.1,HOMEIMPROVEMENT,11.2,0.13,30.0,652,No,1
42.0,female,Associate,46759.35,17,MORTGAGE,8017.13,DEBTCONSOLIDATION,17.33,0.17,17.0,571,Yes,0
48.0,female,Bachelor,52591.61,27,RENT,14716.03,PERSONAL,12.03,0.28,12.0,596,Yes,0
43.0,male,Master,100636.48,4,OTHER,27696.0,DEBTCONSOLIDATION,15.1,0.28,16.0,674,No,0
39.0,female,High School,14933.93,11,OWN,3157.82,PERSONAL,16.18,0.21,12.0,545,Yes,0
53.0,female,Master,41019.8,35,RENT,8891.87,PERSONAL,12.78,0.22,13.0,615,Yes,0
46.0,female,Doctorate,173419.96,14,OWN,35000.0,DEBTCONSOLIDATION,14.86,0.2,10.0,608,Yes,0
43.0,female,Bachelor,72688.15,21,RENT,14555.48,PERSONAL,17.64,0.2,9.0,566,Yes,0
48.0,female,Bachelor,17073.26,1,OTHER,2001.7,PERSONAL,17.66,0.12,10.0,580,Yes,0
44.0,female,Associate,49241.34,9,RENT,15674.5,HOMEIMPROVEMENT,18.83,0.32,11.0,535,Yes,0
63.0,male,High School,14085.74,2,OWN,3707.9,DEBTCONSOLIDATION,14.75,0.26,14.0,561,Yes,0
52.0,female,Master,161671.94,25,MORTGAGE,35000.0,DEBTCONSOLIDATION,12.58,0.22,13.0,624,Yes,0
49.0,female,Master,122058.41,18,OWN,26691.8,PERSONAL,12.31,0.22,13.0,677,No,1
34.0,female,Associate,108646.92,3,MORTGAGE,26452.54,HOMEIMPROVEMENT,15.87,0.24,8.0,562,Yes,0
49.0,male,High School,37586.21,25,RENT,9867.68,PERSONAL,15.99,0.26,15.0,563,No,0
49.0,female,High School,21392.45,17,RENT,4805.51,HOMEIMPROVEMENT,13.13,0.22,13.0,577,Yes,0
37.0,female,Associate,35009.59,15,RENT,17168.13,DEBTCONSOLIDATION,16.36,0.49,6.0,552,Yes,0
33.0,male,Master,53818.72,11,MORTGAGE,7753.4,EDUCATION,15.94,0.14,8.0,608,Yes,0
52.0,male,High School,52926.15,32,OTHER,9113.46,MEDICAL,13.17,0.17,23.0,636,No,1
53.0,female,Bachelor,21131.38,8,RENT,3899.67,PERSONAL,14.59,0.18,20.0,617,No,0
39.0,male,Master,69532.06,11,RENT,10556.08,PERSONAL,18.26,0.15,11.0,555,No,0
39.0,male,Associate,22925.63,3,RENT,4069.73,DEBTCONSOLIDATION,12.95,0.18,9.0,589,No,1
46.0,female,Bachelor,47284.34,18,OWN,10187.21,PERSONAL,14.83,0.22,14.0,631,No,0
41.0,female,Associate,82509.12,8,RENT,32116.22,VENTURE,11.16,0.39,13.0,620,Yes,0
33.0,male,High School,58640.37,10,RENT,15222.52,PERSONAL,13.01,0.26,6.0,592,Yes,0
37.0,male,Bachelor,67675.83,1,RENT,8607.95,MEDICAL,18.08,0.13,14.0,599,Yes,0
47.0,male,High School,49572.72,11,RENT,9352.01,HOMEIMPROVEMENT,14.46,0.19,8.0,572,Yes,0
37.0,female,Bachelor,46989.46,9,MORTGAGE,11769.84,PERSONAL,17.49,0.25,8.0,524,Yes,0
54.0,male,Associate,35256.01,0,RENT,13288.7,EDUCATION,12.17,0.38,27.0,606,No,1
49.0,male,Bachelor,22538.95,4,RENT,4250.17,PERSONAL,13.69,0.19,20.0,628,No,0
48.0,female,Bachelor,36112.47,26,RENT,9612.63,MEDICAL,15.53,0.27,8.0,607,Yes,0
45.0,female,Master,76510.5,13,RENT,26174.85,DEBTCONSOLIDATION,15.43,0.34,12.0,630,No,0
39.0,male,Bachelor,26841.32,1,RENT,9093.55,EDUCATION,17.43,0.34,12.0,549,Yes,0
50.0,female,Bachelor,69854.17,4,MORTGAGE,14535.73,PERSONAL,12.81,0.21,17.0,666,No,1
38.0,female,Associate,47919.35,20,MORTGAGE,11340.13,PERSONAL,16.59,0.24,14.0,596,Yes,0
54.0,male,Associate,34489.72,6,OWN,5744.63,PERSONAL,14.44,0.17,23.0,635,No,1
61.0,female,Bachelor,49409.49,37,RENT,14017.91,PERSONAL,7.43,0.28,25.0,765,No,1
46.0,male,Bachelor,65108.99,7,MORTGAGE,17141.43,MEDICAL,15.07,0.26,15.0,582,Yes,0
59.0,male,Bachelor,69438.59,4,RENT,21938.55,PERSONAL,10.72,0.32,30.0,687,No,1
37.0,male,High School,24966.36,16,MORTGAGE,7459.57,PERSONAL,15.38,0.3,10.0,518,Yes,0
49.0,male,High School,24409.31,3,OWN,3236.16,MEDICAL,16.79,0.13,8.0,535,Yes,0
44.0,female,High School,38246.93,22,OWN,8263.33,EDUCATION,12.46,0.22,16.0,629,No,0
52.0,female,High School,51244.9,25,MORTGAGE,6940.95,HOMEIMPROVEMENT,15.95,0.14,17.0,600,No,0
31.0,female,Bachelor,66447.26,13,RENT,15207.22,MEDICAL,16.64,0.23,9.0,583,Yes,0
51.0,female,Bachelor,58064.43,18,RENT,14004.13,MEDICAL,9.88,0.24,16.0,621,Yes,0
39.0,male,Bachelor,89442.0,20,MORTGAGE,29184.04,DEBTCONSOLIDATION,16.9,0.33,7.0,597,Yes,0
45.0,female,High School,37238.27,18,RENT,10005.98,EDUCATION,16.99,0.27,16.0,527,Yes,0
67.0,female,Bachelor,22958.19,0,MORTGAGE,6957.12,MEDICAL,12.6,0.3,30.0,715,No,1
50.0,male,High School,68258.72,9,RENT,20422.77,MEDICAL,18.42,0.3,9.0,540,Yes,0
48.0,female,High School,49133.53,0,RENT,10512.68,PERSONAL,14.63,0.21,10.0,536,Yes,0
47.0,female,Bachelor,33616.89,26,MORTGAGE,7890.36,EDUCATION,16.92,0.23,11.0,533,Yes,0
56.0,male,Bachelor,64089.51,15,MORTGAGE,19372.14,VENTURE,17.26,0.3,12.0,560,Yes,0
52.0,male,High School,77401.78,19,RENT,35000.0,DEBTCONSOLIDATION,14.39,0.45,18.0,629,Yes,0
47.0,male,High School,37022.21,24,MORTGAGE,6092.38,VENTURE,17.61,0.16,8.0,611,Yes,0
46.0,female,Associate,68428.73,16,RENT,15564.64,PERSONAL,13.11,0.23,21.0,614,Yes,0
46.0,female,Bachelor,116611.34,26,OWN,32549.51,MEDICAL,14.43,0.28,9.0,622,Yes,0
44.0,female,High School,49910.06,26,OWN,5737.58,PERSONAL,15.23,0.11,7.0,590,Yes,0
35.0,female,Bachelor,142041.83,3,OWN,14741.03,MEDICAL,19.29,0.1,7.0,556,Yes,0
49.0,male,Associate,71584.98,24,OWN,28861.45,DEBTCONSOLIDATION,17.06,0.4,15.0,555,Yes,0
40.0,female,Bachelor,52068.7,4,RENT,22723.34,DEBTCONSOLIDATION,16.28,0.44,15.0,556,No,0
54.0,female,Bachelor,61561.97,25,RENT,23753.07,EDUCATION,16.52,0.39,20.0,684,No,1
43.0,female,Master,70136.74,13,MORTGAGE,31024.52,DEBTCONSOLIDATION,16.65,0.44,19.0,596,No,0
53.0,male,High School,32914.0,31,MORTGAGE,5530.55,PERSONAL,14.39,0.17,16.0,588,Yes,0
44.0,male,High School,18492.13,4,RENT,2833.34,DEBTCONSOLIDATION,16.1,0.15,8.0,556,Yes,0
43.0,male,High School,27842.08,25,RENT,7593.2,HOMEIMPROVEMENT,15.56,0.27,18.0,636,No,0
46.0,male,High School,35094.93,14,RENT,7444.55,DEBTCONSOLIDATION,14.89,0.21,15.0,552,Yes,0
42.0,male,Associate,73407.27,20,RENT,28095.4,EDUCATION,15.77,0.38,12.0,629,No,1
67.0,male,High School,51387.22,40,RENT,8913.84,VENTURE,15.13,0.17,23.0,678,Yes,0
64.0,female,Master,91825.48,37,RENT,35000.0,DEBTCONSOLIDATION,15.37,0.38,16.0,626,No,0
64.0,female,Master,201268.56,11,OWN,35000.0,VENTURE,13.51,0.17,20.0,618,No,1
47.0,male,Bachelor,116700.75,5,MORTGAGE,35000.0,EDUCATION,13.5,0.3,12.0,634,No,1
39.0,male,Associate,23712.07,2,MORTGAGE,13168.32,VENTURE,17.35,0.56,9.0,560,Yes,0
53.0,female,Bachelor,95180.91,31,MORTGAGE,9285.48,PERSONAL,14.7,0.1,14.0,639,Yes,1
42.0,female,Bachelor,32375.01,15,MORTGAGE,6094.16,PERSONAL,21.38,0.19,12.0,530,Yes,0
54.0,female,Bachelor,76512.7,32,RENT,18553.77,PERSONAL,9.63,0.24,23.0,743,No,1
39.0,female,High School,17059.22,7,RENT,3683.08,PERSONAL,17.88,0.22,15.0,540,Yes,0
48.0,male,Master,56882.12,18,MORTGAGE,10171.59,EDUCATION,15.68,0.18,9.0,561,Yes,0
56.0,male,Associate,51121.02,2,MORTGAGE,20726.7,HOMEIMPROVEMENT,8.99,0.41,26.0,665,No,0
42.0,female,High School,30889.74,16,MORTGAGE,11769.36,HOMEIMPROVEMENT,18.1,0.38,10.0,574,Yes,0
42.0,female,Associate,29401.71,22,RENT,9008.04,MEDICAL,14.85,0.31,12.0,592,Yes,0
34.0,female,High School,25186.5,10,OWN,8815.94,DEBTCONSOLIDATION,20.29,0.35,5.0,498,Yes,0
39.0,female,Doctorate,58011.13,18,MORTGAGE,8356.0,EDUCATION,18.58,0.14,7.0,528,Yes,0
47.0,male,Bachelor,73062.11,16,RENT,20404.94,EDUCATION,15.38,0.28,19.0,641,No,0
49.0,male,Master,131031.76,13,MORTGAGE,15505.48,HOMEIMPROVEMENT,13.76,0.12,16.0,624,No,1
50.0,male,Master,58431.78,6,MORTGAGE,21855.97,HOMEIMPROVEMENT,12.78,0.37,12.0,647,No,1
32.0,female,Bachelor,81398.21,3,MORTGAGE,24828.3,EDUCATION,20.63,0.31,10.0,539,Yes,0
42.0,female,Bachelor,44632.66,16,RENT,15957.0,DEBTCONSOLIDATION,16.11,0.36,16.0,588,Yes,0
35.0,male,Master,62296.52,7,MORTGAGE,18663.25,HOMEIMPROVEMENT,19.69,0.3,7.0,570,Yes,0
47.0,male,High School,87985.86,11,MORTGAGE,35000.0,EDUCATION,15.82,0.4,10.0,576,Yes,0
33.0,female,High School,31505.74,8,MORTGAGE,9470.48,MEDICAL,18.22,0.3,6.0,518,Yes,0
36.0,male,Associate,72775.36,10,RENT,23037.01,EDUCATION,16.49,0.32,11.0,591,Yes,0
52.0,female,Bachelor,46690.51,28,RENT,10513.82,EDUCATION,14.97,0.23,14.0,680,No,1
40.0,male,Bachelor,62141.87,20,OWN,13196.23,DEBTCONSOLIDATION,11.84,0.21,11.0,572,No,1
59.0,female,Associate,25635.21,5,RENT,8480.62,VENTURE,14.81,0.33,30.0,585,No,0
50.0,female,Master,63410.94,3,RENT,10442.37,PERSONAL,14.89,0.16,23.0,646,Yes,0
42.0,male,Bachelor,70754.95,20,MORTGAGE,17792.32,PERSONAL,18.3,0.25,11.0,586,Yes,0
54.0,female,Associate,76460.35,35,RENT,10361.38,MEDICAL,15.68,0.14,25.0,640,No,0
43.0,female,Bachelor,42635.47,13,RENT,7264.19,EDUCATION,14.42,0.17,11.0,600,No,0
51.0,male,Master,71833.57,19,RENT,31058.08,DEBTCONSOLIDATION,14.99,0.43,16.0,635,No,0
39.0,male,Associate,83116.27,15,MORTGAGE,31604.52,HOMEIMPROVEMENT,21.22,0.38,7.0,558,Yes,0
55.0,female,Associate,28616.0,36,OTHER,13554.58,DEBTCONSOLIDATION,16.95,0.47,14.0,552,Yes,0
33.0,female,Bachelor,14593.75,5,OWN,4532.61,DEBTCONSOLIDATION,15.31,0.31,9.0,581,Yes,0
36.0,female,Associate,27460.48,3,MORTGAGE,3939.0,HOMEIMPROVEMENT,18.24,0.14,12.0,541,Yes,0
37.0,male,High School,52600.41,16,MORTGAGE,26022.61,VENTURE,15.13,0.49,10.0,591,No,1
40.0,female,Master,61749.94,1,OWN,9640.6,MEDICAL,16.31,0.16,13.0,578,Yes,0
48.0,female,High School,19669.29,3,OWN,5584.58,HOMEIMPROVEMENT,16.7,0.28,12.0,579,Yes,0
44.0,male,High School,40179.52,16,RENT,6092.82,PERSONAL,13.66,0.15,18.0,618,No,0
52.0,male,Master,58039.53,11,MORTGAGE,18466.82,HOMEIMPROVEMENT,12.31,0.32,20.0,667,No,1
56.0,male,Bachelor,28694.56,20,OWN,8869.45,MEDICAL,16.79,0.31,26.0,666,No,1
33.0,female,Associate,34308.16,7,OWN,9828.5,HOMEIMPROVEMENT,16.17,0.29,10.0,495,Yes,0
58.0,male,Associate,76004.5,30,OWN,21033.05,MEDICAL,12.44,0.28,19.0,634,Yes,0
43.0,female,High School,28082.38,4,OTHER,4920.62,MEDICAL,15.85,0.18,15.0,584,Yes,0
64.0,male,High School,20483.78,28,RENT,9078.76,DEBTCONSOLIDATION,13.87,0.44,15.0,588,Yes,0
39.0,female,Master,177648.88,16,MORTGAGE,28412.29,PERSONAL,14.13,0.16,9.0,676,No,1
31.0,male,High School,20627.49,7,RENT,3181.04,PERSONAL,16.75,0.15,7.0,562,Yes,0
50.0,female,High School,42798.72,10,MORTGAGE,7811.23,MEDICAL,19.06,0.18,11.0,510,Yes,0
50.0,female,Bachelor,101609.03,29,RENT,25432.53,PERSONAL,15.8,0.25,21.0,653,Yes,0
36.0,female,Master,74443.44,2,RENT,14036.74,MEDICAL,16.77,0.19,8.0,570,No,1
37.0,female,Bachelor,45529.89,6,MORTGAGE,7330.21,PERSONAL,18.58,0.16,13.0,554,Yes,0
52.0,male,High School,16289.86,19,MORTGAGE,5720.55,VENTURE,10.59,0.35,23.0,648,Yes,0
48.0,male,High School,61885.15,8,RENT,11332.76,MEDICAL,14.96,0.18,12.0,606,No,0
42.0,male,Doctorate,50484.22,16,OWN,10578.15,PERSONAL,12.5,0.21,6.0,579,Yes,0
49.0,female,Bachelor,108812.65,25,RENT,29948.72,MEDICAL,14.65,0.28,9.0,640,Yes,0
47.0,female,Master,128801.23,15,MORTGAGE,35000.0,EDUCATION,16.06,0.27,8.0,655,No,0
38.0,male,Associate,22084.99,7,OWN,2835.17,HOMEIMPROVEMENT,13.4,0.13,8.0,580,Yes,0
53.0,female,Bachelor,34275.2,21,OWN,9778.28,MEDICAL,11.55,0.29,9.0,604,Yes,0
51.0,male,Doctorate,77436.63,19,MORTGAGE,25071.7,EDUCATION,13.27,0.32,16.0,622,Yes,0
45.0,female,Associate,79862.66,22,RENT,13141.52,PERSONAL,16.54,0.16,15.0,603,Yes,0
52.0,male,Associate,36917.23,21,RENT,15347.2,HOMEIMPROVEMENT,12.59,0.42,22.0,704,No,1
66.0,female,High School,31547.75,0,MORTGAGE,4754.53,PERSONAL,12.58,0.15,30.0,655,No,1
37.0,female,Bachelor,39140.04,5,RENT,12526.52,DEBTCONSOLIDATION,18.06,0.32,5.0,510,Yes,0
42.0,female,High School,51808.09,9,RENT,23226.6,EDUCATION,12.28,0.45,18.0,606,No,0
43.0,female,High School,25463.63,9,RENT,3399.5,EDUCATION,16.46,0.13,13.0,564,Yes,0
52.0,male,Bachelor,46673.66,30,RENT,20407.31,VENTURE,11.99,0.44,20.0,667,No,0
40.0,female,Bachelor,27543.84,0,MORTGAGE,4654.76,PERSONAL,18.43,0.17,8.0,535,Yes,0
52.0,male,Associate,30777.8,26,RENT,7887.46,EDUCATION,13.68,0.26,17.0,560,Yes,0
40.0,male,Master,109769.14,6,OWN,30467.95,HOMEIMPROVEMENT,14.88,0.28,9.0,614,No,0
36.0,male,High School,29700.73,10,RENT,10435.3,DEBTCONSOLIDATION,16.27,0.35,8.0,539,Yes,0
45.0,female,Bachelor,33336.56,9,OWN,7614.49,VENTURE,19.95,0.23,12.0,495,Yes,0
40.0,female,Bachelor,20375.29,1,OTHER,5396.9,PERSONAL,14.53,0.26,7.0,571,Yes,0
46.0,male,Bachelor,40316.96,0,MORTGAGE,9832.82,DEBTCONSOLIDATION,13.65,0.24,12.0,523,Yes,0
48.0,female,Bachelor,37231.4,12,RENT,8387.54,DEBTCONSOLIDATION,16.92,0.23,19.0,575,Yes,0
33.0,male,Bachelor,34362.52,13,RENT,10710.19,HOMEIMPROVEMENT,14.0,0.31,6.0,558,Yes,0
41.0,male,Bachelor,35854.76,8,OWN,5782.2,MEDICAL,15.16,0.16,14.0,589,Yes,0
45.0,male,Bachelor,70243.56,24,MORTGAGE,10785.99,MEDICAL,15.95,0.15,13.0,594,Yes,0
52.0,male,Doctorate,56994.29,32,RENT,17059.29,EDUCATION,8.82,0.3,25.0,679,No,1
51.0,female,Master,55327.84,6,RENT,25731.98,EDUCATION,12.49,0.47,14.0,620,No,0
38.0,male,Bachelor,93857.16,17,OWN,35000.0,VENTURE,17.24,0.37,15.0,592,Yes,0
43.0,male,Bachelor,44447.83,15,OTHER,7273.27,EDUCATION,17.69,0.16,7.0,568,Yes,0
49.0,male,Associate,27710.33,17,RENT,5679.11,PERSONAL,15.6,0.2,9.0,574,No,0
43.0,female,Bachelor,93717.92,11,MORTGAGE,24731.34,PERSONAL,12.17,0.26,9.0,634,Yes,0
39.0,female,High School,39173.2,20,MORTGAGE,15058.6,VENTURE,19.54,0.38,15.0,610,Yes,0
44.0,male,Associate,34888.52,3,MORTGAGE,11494.11,VENTURE,17.85,0.33,16.0,522,Yes,0
48.0,female,Master,75516.29,0,MORTGAGE,26446.94,PERSONAL,14.79,0.35,12.0,665,No,1
37.0,male,Bachelor,44202.97,0,OWN,21373.13,DEBTCONSOLIDATION,15.45,0.48,5.0,545,Yes,0
50.0,female,High School,45198.83,29,OWN,7811.23,PERSONAL,11.77,0.17,21.0,649,No,1
46.0,male,Bachelor,28238.22,19,RENT,5681.52,MEDICAL,16.7,0.2,19.0,609,Yes,0
50.0,male,Associate,30576.6,16,RENT,9051.55,DEBTCONSOLIDATION,14.97,0.3,12.0,591,Yes,0
44.0,male,Bachelor,121339.85,2,OWN,35000.0,EDUCATION,15.45,0.29,7.0,601,No,1
63.0,male,High School,19825.84,6,MORTGAGE,1889.66,PERSONAL,12.84,0.1,30.0,668,No,0
48.0,male,Bachelor,69262.4,27,RENT,12173.11,HOMEIMPROVEMENT,17.4,0.18,13.0,610,Yes,0
51.0,female,Bachelor,159898.72,29,MORTGAGE,35000.0,HOMEIMPROVEMENT,15.55,0.22,12.0,570,Yes,0
50.0,male,Bachelor,94345.79,26,MORTGAGE,23560.37,MEDICAL,14.56,0.25,23.0,652,No,1
43.0,male,High School,48588.12,22,OTHER,7084.61,HOMEIMPROVEMENT,15.19,0.15,16.0,605,Yes,0
47.0,female,Bachelor,42598.89,21,MORTGAGE,11457.62,HOMEIMPROVEMENT,13.55,0.27,10.0,560,Yes,0
40.0,female,Bachelor,44137.98,17,RENT,12000.79,PERSONAL,15.05,0.27,11.0,546,Yes,0
62.0,female,Associate,44874.2,37,RENT,11518.05,HOMEIMPROVEMENT,14.79,0.26,20.0,628,No,0
49.0,male,High School,44605.96,14,OWN,18604.86,HOMEIMPROVEMENT,13.63,0.42,14.0,624,No,0
38.0,female,Bachelor,90346.98,2,MORTGAGE,35000.0,DEBTCONSOLIDATION,14.48,0.39,12.0,604,Yes,0
58.0,female,Associate,41066.32,4,RENT,15922.17,HOMEIMPROVEMENT,19.66,0.39,13.0,530,Yes,0
43.0,female,Associate,34971.88,16,RENT,5643.25,PERSONAL,16.65,0.16,12.0,522,No,0
53.0,male,Associate,38134.73,6,RENT,12377.8,PERSONAL,20.72,0.32,18.0,537,Yes,0
33.0,male,Associate,49392.86,3,RENT,11183.4,EDUCATION,15.54,0.23,8.0,567,No,0
56.0,male,Master,99862.76,34,MORTGAGE,16638.91,VENTURE,14.55,0.17,12.0,579,Yes,0
48.0,female,Master,66189.84,16,MORTGAGE,23275.69,HOMEIMPROVEMENT,17.01,0.35,20.0,628,No,0
38.0,female,Bachelor,30630.94,9,MORTGAGE,14132.1,VENTURE,15.79,0.46,11.0,592,Yes,0
48.0,male,High School,61789.29,11,RENT,10241.9,EDUCATION,16.28,0.17,22.0,645,No,1
60.0,male,Associate,37963.24,11,MORTGAGE,18327.45,DEBTCONSOLIDATION,13.14,0.48,18.0,592,No,0
40.0,female,High School,35255.16,2,MORTGAGE,11071.71,DEBTCONSOLIDATION,10.25,0.31,16.0,639,Yes,0
40.0,male,Bachelor,45345.32,21,RENT,9370.57,PERSONAL,11.68,0.21,7.0,551,Yes,0
43.0,female,Bachelor,43599.27,19,RENT,4689.79,MEDICAL,11.85,0.11,18.0,620,Yes,0
45.0,female,Doctorate,128975.0,24,MORTGAGE,15864.96,MEDICAL,11.41,0.12,17.0,641,No,1
54.0,male,Associate,22973.19,11,RENT,10080.82,EDUCATION,16.39,0.44,17.0,586,Yes,0
49.0,female,High School,17732.59,3,RENT,3783.1,VENTURE,15.29,0.21,9.0,577,No,0
43.0,female,Bachelor,103436.11,3,MORTGAGE,22535.31,PERSONAL,13.33,0.22,16.0,639,No,1
47.0,male,Associate,79164.96,29,OWN,35000.0,DEBTCONSOLIDATION,13.84,0.44,13.0,558,Yes,0
63.0,male,High School,53759.33,40,RENT,20871.0,HOMEIMPROVEMENT,15.59,0.39,25.0,636,No,1
51.0,female,Associate,30636.62,31,RENT,7171.31,MEDICAL,15.18,0.23,15.0,639,No,0
44.0,male,High School,35426.91,3,RENT,14862.99,VENTURE,14.63,0.42,9.0,510,Yes,0
43.0,male,High School,34234.68,10,RENT,6298.89,PERSONAL,16.6,0.18,7.0,519,No,0
47.0,male,Associate,32082.08,6,MORTGAGE,14096.46,DEBTCONSOLIDATION,12.87,0.44,22.0,624,Yes,0
54.0,female,Bachelor,60814.23,21,MORTGAGE,18551.25,HOMEIMPROVEMENT,16.98,0.31,14.0,642,Yes,0
39.0,male,Master,28455.91,0,OWN,4898.45,VENTURE,15.87,0.17,10.0,583,Yes,1
52.0,male,High School,13199.05,13,RENT,1617.75,PERSONAL,16.72,0.12,18.0,538,Yes,0
44.0,male,Associate,52462.79,14,MORTGAGE,22716.56,DEBTCONSOLIDATION,15.38,0.43,17.0,600,No,0
45.0,male,Master,71042.29,7,RENT,19833.85,HOMEIMPROVEMENT,16.27,0.28,10.0,567,Yes,0
70.0,female,Doctorate,115510.6,43,OWN,35000.0,PERSONAL,12.61,0.3,30.0,703,No,1
51.0,female,Master,88585.87,2,MORTGAGE,35000.0,VENTURE,13.19,0.4,10.0,528,No,0
40.0,male,Associate,62603.65,19,OWN,15416.1,PERSONAL,13.46,0.25,14.0,655,No,0
48.0,female,Master,122265.73,0,MORTGAGE,35000.0,PERSONAL,19.21,0.29,21.0,638,Yes,0
54.0,female,Bachelor,120697.75,27,RENT,9714.24,MEDICAL,11.76,0.08,25.0,654,No,1
51.0,female,High School,43267.69,22,MORTGAGE,10735.42,HOMEIMPROVEMENT,16.87,0.25,9.0,593,Yes,0
31.0,female,High School,36097.65,6,OWN,6576.82,VENTURE,17.75,0.18,6.0,541,Yes,0
27.0,male,Master,65110.98,0,RENT,13060.55,EDUCATION,15.3,0.2,6.0,583,Yes,0
44.0,female,Master,38705.19,24,RENT,8322.68,PERSONAL,13.39,0.22,17.0,597,Yes,0
49.0,female,Associate,82967.45,29,MORTGAGE,34256.13,EDUCATION,14.83,0.41,21.0,641,No,0
48.0,female,Bachelor,87452.91,23,MORTGAGE,19283.53,MEDICAL,13.2,0.22,18.0,640,No,0
41.0,male,Associate,22015.03,22,RENT,5127.16,DEBTCONSOLIDATION,14.14,0.23,16.0,624,No,1
51.0,male,Bachelor,145234.24,30,RENT,35000.0,HOMEIMPROVEMENT,15.76,0.24,9.0,601,Yes,0
